relation,acc,acc_ori,len_acc,len_acc_ori,prompt
P19,0.006864988558352402,0.006864988558352402,0.13615560640732266,0.13615560640732266,[X] werd geboren in [Y] .
P20,0.0,0.0,0.0935672514619883,0.0935672514619883,[X] stierf in [Y] .
P279,0.0140625,0.0140625,0.1875,0.1875,[X] is een subklasse van [Y] .
P37,0.13636363636363635,0.13636363636363635,0.24207188160676532,0.24207188160676532,De officiële taal van [X] is [Y] .
P413,0.0,0.0,0.3181818181818182,0.3181818181818182,[X] speelt in [Y] positie .
P166,0.0,0.0,0.08901734104046242,0.08901734104046242,[X] heeft de [Y] gekregen .
P449,0.006864988558352402,0.006864988558352402,0.10755148741418764,0.10755148741418764,[X] werd oorspronkelijk uitgezonden op [Y] .
P69,0.0,0.0,0.18055555555555555,0.18055555555555555,[X] is opgeleid aan de Universiteit van [Y] .
P47,0.002070393374741201,0.002070393374741201,0.11076604554865424,0.11076604554865424,[X] deelt grens met [Y] .
P138,0.07038123167155426,0.07038123167155426,0.18914956011730205,0.18914956011730205,[X] is vernoemd naar [Y] .
P364,0.13953488372093023,0.13953488372093023,0.21627906976744185,0.21627906976744185,De oorspronkelijke taal van [X] is [Y] .
P54,0.0,0.0,0.1907514450867052,0.1907514450867052,[X] speelt met [Y] .
P463,0.0,0.0,0.20795454545454545,0.20795454545454545,[X] is lid van [Y] .
P101,0.0011947431302270011,0.0011947431302270011,0.1015531660692951,0.1015531660692951,[X] werkt op het gebied van [Y] .
P1923,0.0,0.0,0.19119496855345913,0.19119496855345913,[Y] nam deel aan de [X] .
P106,0.0043907793633369925,0.0043907793633369925,0.21295279912184412,0.21295279912184412,[X] is een [Y] van beroep .
P527,0.0,0.0,0.15802781289506954,0.15802781289506954,[X] bestaat uit [Y] .
P102,0.0,0.0,0.20595533498759305,0.20595533498759305,[X] is lid van de [Y] politieke partij .
P530,0.0030120481927710845,0.0030120481927710845,0.03614457831325301,0.03614457831325301,[X] onderhoudt diplomatieke betrekkingen met [Y] .
P176,0.24958123953098826,0.24958123953098826,0.34003350083752093,0.34003350083752093,[X] wordt geproduceerd door [Y] .
P27,0.0,0.0,0.2910112359550562,0.2910112359550562,[X] is [Y] burger .
P407,0.00881057268722467,0.00881057268722467,0.05873715124816446,0.05873715124816446,[X] is geschreven in [Y] .
P30,0.009448818897637795,0.009448818897637795,0.11338582677165354,0.11338582677165354,[X] bevindt zich in [Y] .
P178,0.0606826801517067,0.0606826801517067,0.22629582806573956,0.22629582806573956,[X] is ontwikkeld door [Y] .
P1376,0.08205689277899343,0.08205689277899343,0.29540481400437635,0.29540481400437635,[X] is de hoofdstad van [Y] .
P131,0.024602026049204053,0.024602026049204053,0.16931982633863965,0.16931982633863965,[X] bevindt zich in [Y] .
P1412,0.0,0.0,0.06363636363636363,0.06363636363636363,[X] communiceerde vroeger in [Y] .
P108,0.0024154589371980675,0.0024154589371980675,0.2584541062801932,0.2584541062801932,[X] werkt voor [Y] .
P136,0.0,0.0,0.2859007832898172,0.2859007832898172,[X] speelt [Y] muziek .
P17,0.03819918144611187,0.03819918144611187,0.12005457025920874,0.12005457025920874,[X] bevindt zich in [Y] .
P39,0.0,0.0,0.13138686131386862,0.13138686131386862,[X] heeft de positie van [Y] .
P264,0.002560819462227913,0.002560819462227913,0.08066581306017925,0.08066581306017925,[X] wordt weergegeven door muzieklabel [Y] .
P276,0.06551724137931035,0.06551724137931035,0.20172413793103447,0.20172413793103447,[X] bevindt zich in [Y] .
P937,0.008045977011494253,0.008045977011494253,0.06321839080459771,0.06321839080459771,[X] werkte vroeger in [Y] .
P140,0.0,0.0,0.09692307692307692,0.09692307692307692,[X] is verbonden met de [Y] religie .
P1303,0.008676789587852495,0.008676789587852495,0.13232104121475055,0.13232104121475055,[X] speelt [Y] .
P127,0.020676691729323307,0.020676691729323307,0.16729323308270677,0.16729323308270677,[X] is eigendom van [Y] .
P103,0.4399164054336468,0.4399164054336468,0.46812957157784746,0.46812957157784746,De moedertaal van [X] is [Y] .
P190,0.010351966873706004,0.010351966873706004,0.16356107660455488,0.16356107660455488,[X] en [Y] zijn tweelingsteden .
P1001,0.21847246891651864,0.21847246891651864,0.33037300177619894,0.33037300177619894,[X] is een wettelijke term in [Y] .
P31,0.03488372093023256,0.03488372093023256,0.22259136212624583,0.22259136212624583,[X] is een [Y] .
P495,0.0,0.0,0.2,0.2,[X] is gemaakt in [Y] .
P159,0.11611785095320624,0.11611785095320624,0.2027729636048527,0.2027729636048527,Het hoofdkantoor van [X] staat in [Y] .
P36,0.08972972972972973,0.08972972972972973,0.21081081081081082,0.21081081081081082,De hoofdstad van [X] is [Y] .
P740,0.0,0.0,0.08243243243243244,0.08243243243243244,[X] is opgericht in [Y] .
P361,0.005943536404160475,0.005943536404160475,0.1887072808320951,0.1887072808320951,[X] is onderdeel van [Y] .
