relation,acc,acc_ori,len_acc,len_acc_ori,prompt
P19,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] γεννήθηκε [PREPDEF;Y] [Y.Acc] .
P20,0.0,0.0,0.015873015873015872,0.015873015873015872,[DEF;X] [X.Nom] πέθανε [PREPDEF;Y] [Y.Acc] .
P279,0.03875968992248062,0.0,0.06201550387596899,0.015503875968992248,[DEF;X] [X.Nom] είναι υποκατηγορία [DEF;Y] [Y.Gen] .
P37,0.0,0.0,0.0,0.0,Η επίσημη γλώσσα [DEF;X] [X.Gen] είναι τα [Y] .
P413,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] παίζει στη θέση [DEF;Y] [Y.Gen] .
P166,,,,,[DEF;X] [X.Nom] βραβεύτηκε με [Y] .
P449,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] προβλήθηκε αρχικά [PREPDEF;Y] [Y.Acc] .
P69,,,,,[DEF;X] [X.Nom] φοίτησε στο πανεπιστήμιο [DEF;Y] [Y.Gen] .
P47,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] συνορεύει με [DEF;Y] [Y.Acc] .
P138,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] πήρε το όνομά [DEF.Gen;X] από [DEF;Y] [Y.Acc] .
P364,0.0,0.0,0.0,0.0,Η πρωτότυπη γλώσσα [DEF;X] [X.Gen] είναι τα [Y] .
P54,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] παίζει [PREPDEF;Y] [Y.Acc] .
P463,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] είναι μέλος [DEF;Y] [Y.Gen] .
P101,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] ειδικεύεται στο πεδίο [DEF;Y] [Y.Gen] .
P1923,0.0,0.0,0.782608695652174,0.782608695652174,[DEF;Y] [Y.Nom] συμμετείχε [PREPDEF;X] [X.Acc] .
P106,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] εργάζεται ως [Y] .
P527,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] αποτελείται από [Y.Acc] .
P102,0.0,0.0,1.0,1.0,[DEF;X] [X.Nom] είναι μέλος του [Y] κόμματος.
P530,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] διατηρεί διπλωματικές σχέσεις με [DEF;Y] [Y.Acc] .
P176,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] παράγεται από [DEF;Y] [Y.Acc] .
P27,0.0,0.0,0.2962962962962963,0.2962962962962963,[DEF;X] [X.Nom] είναι [Y] πολίτης .
P407,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] γράφτηκε στα [Y] .
P30,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] [βρίσκεται;X-Number=SG|βρίσκονται;X-Number=PL] [PREPDEF;Y] [Y.Acc] .
P178,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] αναπτύσσεται από [DEF;Y.Fem] [Y.Acc] .
P1376,0.037383177570093455,0.0,0.056074766355140186,0.0,[DEF;X] [X.Nom] είναι η πρωτεύουσα [DEF;Y] [Y.Gen] .
P131,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] [βρίσκεται;X-Number=SG|βρίσκονται;X-Number=PL] [PREPDEF;Y] [Y.Acc] .
P1412,0.0,0.0,0.021834061135371178,0.021834061135371178,[DEF;X] [X.Nom] μιλούσε [Y] .
P108,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] δουλεύει [PREPDEF;Y] [Y.Acc] .
P136,0.0,0.0,0.04878048780487805,0.04878048780487805,[DEF;X] [X.Nom] παίζει [Y] μουσική .
P17,0.0,0.0,0.004149377593360996,0.004149377593360996,[DEF;X] [X.Nom] [βρίσκεται;X-Number=SG|βρίσκονται;X-Number=PL] [PREPDEF;Y] [Y.Acc] .
P39,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] έχει τη θέση [DEF;Y] [Y.Gen] .
P264,,,,,[DEF;X] [X.Nom] αντιπροσωπεύεται από τη μουσική ετικέτα [DEF;Y] [Y.Gen] .
P276,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] [βρίσκεται;X-Number=SG|βρίσκονται;X-Number=PL] [PREPDEF;Y] [Y.Acc] .
P937,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] δούλευε [PREPDEF;Y] [Y.Acc] .
P140,0.0,0.0,0.0,0.0,Το θρήσκευμα [DEF;X] [X.Gen] είναι [Y] .
P1303,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] παίζει [Y.Acc] .
P127,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] ανήκει [PREPDEF;Y] [Y.Acc] .
P103,0.0,0.0,0.0,0.0,Η μητρική γλώσσα [DEF;X] [X.Gen] είναι τα [Y.Acc] .
P190,0.0,0.0,0.18912529550827423,0.18912529550827423,[DEF;X] [X.Nom] και [DEF;Y] [Y.Nom] είναι αδελφοποιημένες πόλεις .
P1001,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,[DEF;X] [X.Nom] είναι ένας νομικός όρος [PREPDEF;Y] [Y.Acc] .
P31,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] είναι [INDEF;Y] [Y.Acc] .
P495,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] [δημιουργήθηκε;X-Number=SG|δημουργήθηκαν;X-Number=PL] [PREPDEF;Y] [Y.Acc] .
P159,0.0,0.0,0.0,0.0,Η έδρα [DEF;X] [X.Gen] είναι [PREPDEF;Y] [Y.Acc] .
P36,0.008547008547008548,0.008547008547008548,0.3247863247863248,0.3247863247863248,[DEF;Y] [Y.Nom] είναι η πρωτεύουσα [DEF;X] [X.Gen] .
P740,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] [ιδρύθηκε;X-Number=SG|ιδρύθηκαν;X-Number=PL] [PREPDEF;Y] [Y.Acc] .
P361,0.0,0.0,0.0,0.0,[DEF;X] [X.Nom] είναι μέρος [DEF;Y] [Y.Gen] .
